country,iso3,seat,dimension,contribution_status,reason,failure_reason,confidence,evidence_count,recommendation
Finland,FIN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,7,72.0
Finland,FIN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,8,18.0
Finland,FIN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,6,64.0
Finland,FIN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.87,7,25.0
Finland,FIN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,5,37.0
Finland,FIN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,5,22.0
Finland,FIN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,82.0
Finland,FIN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,38.0
France,FRA,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,75.0
France,FRA,cultural_anthropologist,D2,ABSTAINED,No reliable ethnographic or anthropological evidence was found on the cultural freedom of emotional expression versus hierarchical suppression (openness vs restraint) in France to support or counter either direction.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
France,FRA,cultural_anthropologist,D3,ABSTAINED,"No concrete ethnographic evidence regarding psychological need for structure, rules, or certainty in everyday French life was located to evaluate structure versus fluidity.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
France,FRA,cultural_anthropologist,D4,ABSTAINED,No ethnographic studies focusing explicitly on achievement‐orientation versus relational harmony were found to inform Drive (D4).,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
France,FRA,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,8,72.0
France,FRA,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,7,48.0
France,FRA,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,6,84.0
France,FRA,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.76,7,38.0
France,FRA,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,71.0
France,FRA,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,60.0
France,FRA,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,76.0
France,FRA,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,5,43.0
United Kingdom,GBR,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,85.0
United Kingdom,GBR,cultural_anthropologist,D2,ABSTAINED,"After thorough review, no robust anthropological or ethnographic evidence was found specifically addressing the UK’s cultural freedom or suppression of emotional expression in everyday lived practice contexts.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.2,0,
United Kingdom,GBR,cultural_anthropologist,D3,ABSTAINED,"No evidence was found regarding psychological need for rules, order, or discomfort with ambiguity explicitly from lived-experience anthropological research, distinct from governance or institutional quality.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.2,0,
United Kingdom,GBR,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,70.0
United Kingdom,GBR,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.92,7,88.0
United Kingdom,GBR,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,8,33.0
United Kingdom,GBR,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.87,6,38.0
United Kingdom,GBR,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,7,65.0
United Kingdom,GBR,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,5,89.0
United Kingdom,GBR,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,30.0
United Kingdom,GBR,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,5,78.0
United Kingdom,GBR,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,66.0
Greece,GRC,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,25.0
Greece,GRC,cultural_anthropologist,D2,ABSTAINED,Insufficient ethnographic evidence on emotional openness vs restraint in contemporary Greece; ancient and ritual-focused studies (e.g. lamentation rituals) don’t clearly map to everyday expressive freedom structure.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.2,0,
Greece,GRC,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,2,85.0
Greece,GRC,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,1,60.0
Greece,GRC,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,9,22.0
Greece,GRC,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,6,78.0
Greece,GRC,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.92,8,88.0
Greece,GRC,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,7,58.0
Greece,GRC,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,80.0
Greece,GRC,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,70.0
Greece,GRC,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,30.0
Greece,GRC,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,45.0
Guatemala,GTM,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,25.0
Guatemala,GTM,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,40.0
Guatemala,GTM,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,70.0
Guatemala,GTM,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,50.0
Guatemala,GTM,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.95,10,8.0
Guatemala,GTM,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,7,52.0
Guatemala,GTM,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,7,88.0
Guatemala,GTM,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,7,34.0
Guatemala,GTM,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,26.0
Guatemala,GTM,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,30.0
Guatemala,GTM,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,21.0
Guatemala,GTM,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,31.0
Hong Kong,HKG,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,40.0
Hong Kong,HKG,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,35.0
Hong Kong,HKG,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,60.0
Hong Kong,HKG,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,65.0
Hong Kong,HKG,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,8,24.0
Hong Kong,HKG,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,8,22.0
Hong Kong,HKG,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,7,30.0
Hong Kong,HKG,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,9,73.0
Hong Kong,HKG,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,5,25.0
Hong Kong,HKG,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,30.0
Hong Kong,HKG,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,5,85.0
Hong Kong,HKG,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,5,90.0
Hungary,HUN,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,3,40.0
Hungary,HUN,cultural_anthropologist,D2,ABSTAINED,"No clear ethnographic evidence found on emotional openness vs. suppression in everyday Hungarian life that addresses structural freedom of expression, not volume. Abstained.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.2,0,
Hungary,HUN,cultural_anthropologist,D3,ABSTAINED,"Lacking direct field-based evidence on psychological need for rules, order, or handling of ambiguity in Hungarian lived practice. Abstained.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.2,0,
Hungary,HUN,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,50.0
Hungary,HUN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,9,78.0
Hungary,HUN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.76,6,32.0
Hungary,HUN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.73,9,72.0
Hungary,HUN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,8,74.0
Hungary,HUN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,3,20.0
Hungary,HUN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,35.0
Hungary,HUN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,65.0
Hungary,HUN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,55.0
Indonesia,IDN,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,20.0
Indonesia,IDN,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,1,35.0
Indonesia,IDN,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,1,65.0
Indonesia,IDN,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,1,30.0
Indonesia,IDN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.95,12,10.0
Indonesia,IDN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,9,22.0
Indonesia,IDN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,6,38.0
Indonesia,IDN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,7,35.0
Indonesia,IDN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,5,28.0
Indonesia,IDN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,5,35.0
Indonesia,IDN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,60.0
Indonesia,IDN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,40.0
India,IND,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,35.0
India,IND,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,42.0
India,IND,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,2,65.0
India,IND,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,52.0
India,IND,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,11,32.0
India,IND,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,6,35.0
India,IND,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,8,42.0
India,IND,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.71,7,58.0
India,IND,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,35.0
India,IND,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,55.0
India,IND,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,5,45.0
India,IND,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,70.0
Ireland,IRL,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,40.0
Ireland,IRL,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,45.0
Ireland,IRL,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,1,55.0
Ireland,IRL,cultural_anthropologist,D4,ABSTAINED,No clear ethnographic evidence found addressing achievement‑orientation versus harmony orientation in everyday social life. Abstaining.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.1,0,50.0
Ireland,IRL,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,8,72.0
Ireland,IRL,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.74,8,44.0
Ireland,IRL,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,6,35.0
Ireland,IRL,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,7,68.0
Ireland,IRL,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,30.0
Ireland,IRL,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,65.0
Ireland,IRL,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,45.0
Ireland,IRL,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,55.0
Iran,IRN,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,30.0
Iran,IRN,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,25.0
Iran,IRN,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,60.0
Iran,IRN,cultural_anthropologist,D4,ABSTAINED,"No strong ethnographic evidence located yet regarding achievement‑orientation vs relational/harmony orientation. Hence abstaining would be safer, but midpoint reflects unknown.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.4,0,50.0
Iran,IRN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,10,28.0
Iran,IRN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,8,38.0
Iran,IRN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,8,58.0
Iran,IRN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,6,42.0
Iran,IRN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,41.0
Iran,IRN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,30.0
Iran,IRN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,35.0
Iran,IRN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,75.0
Israel,ISR,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,30.0
Israel,ISR,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,70.0
Israel,ISR,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,40.0
Israel,ISR,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,60.0
Israel,ISR,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,9,58.0
Israel,ISR,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,9,76.0
Israel,ISR,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,8,72.0
Israel,ISR,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,7,56.0
Israel,ISR,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,46.0
Israel,ISR,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,72.0
Israel,ISR,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,62.0
Israel,ISR,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,74.0
Italy,ITA,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,65.0
Italy,ITA,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,70.0
Italy,ITA,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,2,55.0
Italy,ITA,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,60.0
Italy,ITA,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,9,78.0
Italy,ITA,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,8,77.0
Italy,ITA,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,7,68.0
Italy,ITA,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.83,7,72.0
Italy,ITA,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,5,76.0
Italy,ITA,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,70.0
Italy,ITA,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,35.0
Italy,ITA,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,40.0
Jordan,JOR,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,30.0
Jordan,JOR,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,50.0
Jordan,JOR,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,60.0
Jordan,JOR,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,55.0
Jordan,JOR,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.87,9,18.0
Jordan,JOR,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.76,7,32.0
Jordan,JOR,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,7,68.0
Jordan,JOR,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.71,6,38.0
Jordan,JOR,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,2,35.0
Jordan,JOR,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,25.0
Jordan,JOR,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,2,80.0
Jordan,JOR,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,60.0
Japan,JPN,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,42.0
Japan,JPN,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,2,35.0
Japan,JPN,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,1,80.0
Japan,JPN,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,60.0
Japan,JPN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,10,28.0
Japan,JPN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,9,18.0
Japan,JPN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,8,90.0
Japan,JPN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,8,82.0
Japan,JPN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,40.0
Japan,JPN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,25.0
Japan,JPN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,3,85.0
Japan,JPN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,75.0
Pakistan,PAK,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,20.0
Pakistan,PAK,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,40.0
Pakistan,PAK,cultural_anthropologist,D3,ABSTAINED,"No ethnographic evidence on rules, orderliness, or comfort with ambiguity was found in the available sources focused on lived experience.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Pakistan,PAK,cultural_anthropologist,D4,ABSTAINED,No specific lived-experience evidence relating to achievement orientation vs acceptance/harmony was found in the ethnographic sources.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Pakistan,PAK,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.92,8,12.0
Pakistan,PAK,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,8,22.0
Pakistan,PAK,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,8,72.0
Pakistan,PAK,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,6,52.0
Pakistan,PAK,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,20.0
Pakistan,PAK,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,25.0
Pakistan,PAK,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,75.0
Pakistan,PAK,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,55.0
Peru,PER,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,15.0
Peru,PER,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,35.0
Peru,PER,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,75.0
Peru,PER,cultural_anthropologist,D4,ABSTAINED,Insufficient ethnographic or anthropological evidence found regarding achievement‑orientation vs harmony orientation in Peru to adjust from the neutral midrange.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.3,0,50.0
Peru,PER,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,9,14.0
Peru,PER,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,6,38.0
Peru,PER,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,7,84.0
Peru,PER,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,6,40.0
Peru,PER,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,18.0
Peru,PER,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,40.0
Peru,PER,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,5,30.0
Peru,PER,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,40.0
Romania,ROU,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,11,22.0
Romania,ROU,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,7,52.0
Romania,ROU,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,8,85.0
Romania,ROU,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.74,6,38.0
Romania,ROU,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,70.0
Romania,ROU,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,55.0
Romania,ROU,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,3,35.0
Romania,ROU,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,62.0
Romania,ROU,cultural_anthropologist,,FAILED,native research failed for ROU/cultural_anthropologist after one retry: Connection error.,UNKNOWN,0.0,0,
Russia,RUS,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,30.0
Russia,RUS,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,40.0
Russia,RUS,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,1,85.0
Russia,RUS,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,1,35.0
Russia,RUS,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,11,32.0
Russia,RUS,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,8,28.0
Russia,RUS,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.87,8,88.0
Russia,RUS,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.74,6,38.0
Russia,RUS,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,35.0
Russia,RUS,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,45.0
Russia,RUS,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,80.0
Russia,RUS,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,60.0
Singapore,SGP,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,30.0
Singapore,SGP,cultural_anthropologist,D2,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Singapore,SGP,cultural_anthropologist,D3,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Singapore,SGP,cultural_anthropologist,D4,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Singapore,SGP,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,7,18.0
Singapore,SGP,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,7,18.0
Singapore,SGP,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,7,22.0
Singapore,SGP,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,7,78.0
Singapore,SGP,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,4,20.0
Singapore,SGP,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,30.0
Singapore,SGP,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,85.0
Singapore,SGP,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,80.0
Mexico,MEX,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,30.0
